claim_no,accident_year,occurrence_period,claim_size,notidel,setldel,report_dy,cum_paid_observed,cum_paid_full,reserve_true,ibnr_flag,claim_type
28092,7,7,24247.2,0.06984731006160165,0.47631115674195756,1,24247.2,24247.2,0.0,0,Technical
28093,9,9,1575.15,0.007512197125256674,0.27704481861738534,1,1575.15,1575.15,0.0,0,Technical
28094,4,4,230543.0,0.038711813826146475,0.4343404517453799,1,230543.0,230543.0,0.0,0,Technical
28095,7,7,24813.5,0.2373654483230664,0.7660457768651608,1,24813.5,24813.5,0.0,0,Technical
28096,10,10,20873.0,0.039895578370978776,0.9641065845311431,1,0.0,20873.0,20873.0,0,Technical
28097,8,8,40853.989,0.06004197125256674,1.0266882135523614,1,40853.989,40853.989,0.0,0,Technical
28098,8,8,167631.0,0.029413141683778236,2.9000317590691305,1,0.0,167631.0,167631.0,0,Technical
28099,10,10,9874.71,0.022005420944558523,0.6170879945242984,1,0.0,9874.71,9874.71,0,Technical
28100,5,5,458.256,0.08470543463381246,0.3157292813141684,1,458.256,458.256,0.0,0,Technical
28101,10,10,13249.4,2.519320438056126,2.51752076659822,4,0.0,13249.4,13249.4,1,Technical
28102,9,9,4359.85,0.16257456536618756,1.900530239561944,1,0.0,4359.85,4359.85,0,Technical
28103,4,4,3710.38,0.055793675564681726,4.335743983572895,1,3710.38,3710.38,0.0,0,Technical
28104,8,8,13752.8,0.012162354551676934,11.80120720054757,1,0.0,13752.8,13752.8,0,Technical
28105,5,5,517.758,0.22615471594798084,0.2587633949349761,2,517.758,517.758,0.0,0,Technical
28106,8,8,13962.7,0.27690401095140316,1.7392619028062972,1,13962.7,13962.7,0.0,0,Technical
28107,10,10,7747.96,0.007807720739219713,0.11032892539356605,1,7747.96,7747.96,0.0,0,Technical
28108,1,1,67962.2,0.02164139630390144,0.4908118548939083,1,67962.2,67962.2,0.0,0,Technical
28109,6,6,253826.0,0.011787077344284736,0.28294521560574953,1,253826.0,253826.0,0.0,0,Technical
28110,10,10,6052.53,0.11856851471594797,3.484871731690623,1,0.0,6052.53,6052.53,0,Technical
28111,4,4,11076.2,0.022946584531143056,1.7122946748802188,1,11076.2,11076.2,0.0,0,Technical
28112,9,9,39714.2,0.8547523066392881,10.588350308008215,2,0.0,39714.2,39714.2,0,Technical
28113,1,1,44138.8,0.05731802874743327,0.5742176043805612,1,44138.8,44138.8,0.0,0,Technical
28114,2,2,8166.63,0.06426398357289528,3.434192826830938,1,8166.63,8166.63,0.0,0,Technical
28115,7,7,35320.1,0.3677492128678987,0.41864684462696783,1,35320.1,35320.1,0.0,0,Technical
28116,6,6,15425.49,0.0013805338809034908,1.0765832991101985,1,15425.49,15425.49,0.0,0,Technical
28117,5,5,6163.1,0.012085092402464066,1.369962162902122,1,6163.1,6163.1,0.0,0,Technical
28118,7,7,69675.6,0.03586891170431211,3.213025954825462,1,0.0,69675.6,69675.6,0,Technical
28119,8,8,5290.18,0.1809838740588638,2.5983325119780973,1,0.0,5290.18,5290.18,0,Technical
28120,2,2,30926.0,0.007101273100616016,1.3619981382614648,1,30926.0,30926.0,0.0,0,Technical
28121,7,7,143397.0,0.4577274743326489,1.0836141273100617,2,143397.0,143397.0,0.0,0,Technical
28122,7,7,4331.4,0.005318631074606434,1.12251871321013,1,4331.4,4331.4,0.0,0,Technical
28123,9,9,15845.0,0.07650910335386722,0.23394633812457222,1,15845.0,15845.0,0.0,0,Technical
28124,1,1,130147.0,0.04130403832991102,0.5859328131416838,1,130147.0,130147.0,0.0,0,Technical
28125,7,7,62622.4,0.1018705544147844,0.2007630390143737,1,62622.4,62622.4,0.0,0,Technical
28126,2,2,97087.5,0.7091334702258727,7.530209993155373,2,97087.5,97087.5,0.0,0,Technical
28127,2,2,4957.6,0.42994524298425735,1.8771429431895963,1,4957.6,4957.6,0.0,0,Technical
28128,6,6,5186.73,0.18469809719370295,0.22230620123203285,1,5186.73,5186.73,0.0,0,Technical
28129,9,9,8420.59,0.06228752908966462,6.853269431895962,1,0.0,8420.59,8420.59,0,Technical
28130,5,5,13088.2,0.11688232717316907,1.7521898425735798,1,13088.2,13088.2,0.0,0,Technical
28131,9,9,18107.26,0.480663189596167,1.772476002737851,1,13396.9,18107.26,4710.359999999999,0,Technical
28132,3,3,7833.32,0.03978713210130048,2.5724979876796716,1,7833.32,7833.32,0.0,0,Technical
28133,8,8,33692.1,0.05208090349075976,0.48611370294318956,1,33692.1,33692.1,0.0,0,Technical
28134,4,4,29445.7,0.1328571937029432,0.9649420944558522,1,29445.7,29445.7,0.0,0,Technical
28135,4,4,17863.8,0.19476052019164955,2.975225544147844,1,17863.8,17863.8,0.0,0,Technical
28136,9,9,176251.25,0.009374127310061603,0.5336294592744696,1,176251.25,176251.25,0.0,0,Technical
28137,6,6,13443.8,0.05983189596167009,0.5805024229979465,1,13443.8,13443.8,0.0,0,Technical
28138,8,8,35746.9,0.05070584531143053,0.22563540041067762,1,35746.9,35746.9,0.0,0,Technical
28139,7,7,17050.7,0.03758792607802875,2.8644756194387404,1,17050.7,17050.7,0.0,0,Technical
28140,8,8,1168.9,0.13423720739219713,0.4835306776180698,1,1168.9,1168.9,0.0,0,Technical
28141,7,7,22607.7,0.010218370978781657,9.14867676933607,1,0.0,22607.7,22607.7,0,Technical
28142,5,5,20373.8,0.3026167008898015,0.44678294318959616,1,20373.8,20373.8,0.0,0,Technical
28143,5,5,7894.66,1.2332019712525666,1.2314071731690623,2,7894.66,7894.66,0.0,0,Technical
28144,7,7,2358.19,0.021436358658453114,1.6870803559206022,1,2358.19,2358.19,0.0,0,Technical
28145,4,4,48862.3,0.1611617248459959,0.6791439288158795,1,48862.3,48862.3,0.0,0,Technical
28146,8,8,6116.74,0.09945445585215607,1.848745516769336,1,6116.74,6116.74,0.0,0,Technical
28147,2,2,19053.7,0.27691937029431896,0.3983854072553046,1,19053.7,19053.7,0.0,0,Technical
28148,1,1,91701.0,0.36457051334702256,3.510974729637235,1,91701.0,91701.0,0.0,0,Technical
28149,6,6,35928.7,0.019604298425735796,0.9305844216290212,2,35928.7,35928.7,0.0,0,Technical
28150,3,3,10388.7,0.01733763175906913,1.3497936755646815,1,10388.7,10388.7,0.0,0,Technical
28151,8,8,13360.2,0.00776498288843258,0.7600917180013689,1,13360.2,13360.2,0.0,0,Technical
28152,3,3,17894.1,0.02236624229979466,2.4228164544832307,1,17894.1,17894.1,0.0,0,Technical
28153,2,2,5850.46,0.01181618069815195,1.57868553045859,2,5850.46,5850.46,0.0,0,Technical
28154,8,8,11061.6,0.2815720465434634,0.691026146475017,1,11061.6,11061.6,0.0,0,Technical
28155,10,10,2560.51,0.08137319644079398,0.5442252977412732,1,2560.51,2560.51,0.0,0,Technical
28156,9,9,52420.4,0.004663244353182751,1.529665325119781,1,26064.9,52420.4,26355.5,0,Technical
28157,9,9,17539.2,0.1455452703627652,4.917965229295004,1,0.0,17539.2,17539.2,0,Technical
28158,1,1,76948.5,0.07911271731690622,1.5592017248459957,1,76948.5,76948.5,0.0,0,Technical
28159,2,2,47204.8,0.02961598904859685,0.38585722108145104,1,47204.8,47204.8,0.0,0,Technical
28160,3,3,2895.4,0.04613963039014374,0.9317283230663929,1,2895.4,2895.4,0.0,0,Technical
28161,4,4,11438.3,0.0,3.01009916495551,1,11438.3,11438.3,0.0,0,Technical
28162,4,4,4269.85,0.0036318412046543462,0.8243871594798083,1,4269.85,4269.85,0.0,0,Technical
28163,7,7,90300.0,0.05839718001368925,0.7521451882272415,1,90300.0,90300.0,0.0,0,Technical
28164,10,10,2061.34,0.0246041067761807,2.5047171526351817,1,0.0,2061.34,2061.34,0,Technical
28165,5,5,335.9,0.42939616700889804,2.465176673511294,1,335.9,335.9,0.0,0,Technical
28166,1,1,55092.68,0.4097755783709788,2.3722605886379196,1,55092.68,55092.68,0.0,0,Technical
28167,2,2,18394.3,0.028461656399726212,0.6301556741957564,1,18394.3,18394.3,0.0,0,Technical
28168,2,2,11353.951000000001,0.15478305270362766,0.555021683778234,1,11353.951000000001,11353.951000000001,0.0,0,Technical
28169,10,10,4744.24,0.010913566050650239,0.07575827515400411,1,4744.24,4744.24,0.0,0,Technical
28170,8,8,7070.33,0.009172731006160164,12.722776810403833,1,0.0,7070.33,7070.33,0,Technical
28171,9,9,23444.8,0.13468950034223134,2.2634272689938397,1,0.0,23444.8,23444.8,0,Technical
28172,3,3,22292.4,0.008837864476386037,0.9619350581793292,1,22292.4,22292.4,0.0,0,Technical
28173,10,10,2898.48,0.1594809582477755,0.8808715947980835,2,0.0,2898.48,2898.48,1,Technical
28174,5,5,109609.63,0.056118795345653665,1.9816222313483915,1,109609.63,109609.63,0.0,0,Technical
28175,4,4,26787.2,0.026652977412731007,3.270691663244353,1,26787.2,26787.2,0.0,0,Technical
28176,7,7,14734.6,0.009114715947980835,2.511222778918549,2,14734.6,14734.6,0.0,0,Technical
28177,9,9,2639.97,0.0162,1.5578262833675565,1,2639.97,2639.97,0.0,0,Technical
28178,10,10,80750.8,0.007643449691991787,0.9460300616016427,1,0.0,80750.8,80750.8,0,Technical
28179,10,10,6350.18,0.2033664065708419,3.627694647501711,1,0.0,6350.18,6350.18,0,Technical
28180,2,2,16032.5,0.028212375085557836,0.15776569472963722,1,16032.5,16032.5,0.0,0,Technical
28181,7,7,1350.55,0.037337248459958935,1.674655085557837,1,1350.55,1350.55,0.0,0,Technical
28182,7,7,88689.4,0.08026642026009582,0.6092918548939082,1,88689.4,88689.4,0.0,0,Technical
28183,7,7,27418.8,0.22545500342231348,0.2927946064339494,2,27418.8,27418.8,0.0,0,Technical
28184,7,7,4993.6,0.12627436002737852,0.12720626967830254,2,4993.6,4993.6,0.0,0,Technical
28185,4,4,848.751,0.23946551676933606,0.30286193018480495,1,848.751,848.751,0.0,0,Technical
28186,6,6,5367.19,0.007431649555099247,1.0827684873374401,1,5367.19,5367.19,0.0,0,Technical
28187,7,7,1488.65,0.4745750034223135,0.4731268446269678,2,1488.65,1488.65,0.0,0,Technical
28188,6,6,48751.0,0.10393322381930184,0.37037114305270363,1,48751.0,48751.0,0.0,0,Technical
28189,4,4,12866.6,0.042720301163586584,0.18715767282683093,1,12866.6,12866.6,0.0,0,Technical
28190,3,3,66562.4,0.004257850787132101,1.2279322108145105,1,66562.4,66562.4,0.0,0,Technical
28191,1,1,7133.66,0.09164550308008214,1.2493971800136892,1,7133.66,7133.66,0.0,0,Technical
28192,10,10,8539.46,0.010329719370294319,0.8152903764544832,1,0.0,8539.46,8539.46,0,Technical
28193,10,10,508.657,0.0021665160848733742,0.5639301574264203,1,508.657,508.657,0.0,0,Technical
28194,10,10,7795.68,0.011361177275838467,1.9708605338809035,1,0.0,7795.68,7795.68,0,Technical
28195,3,3,1299.94,0.016813579739904178,0.7461279671457905,1,1299.94,1299.94,0.0,0,Technical
28196,1,1,898.985,0.055647857631759064,3.2644984257357974,1,898.985,898.985,0.0,0,Technical
28197,7,7,8368.3,0.13883345653661874,1.1964571663244352,1,8368.3,8368.3,0.0,0,Technical
28198,10,10,5809.68,0.1441999178644764,0.20489292265571526,1,5809.68,5809.68,0.0,0,Technical
28199,3,3,1573.16,0.012284380561259411,0.5617696646132786,1,1573.16,1573.16,0.0,0,Technical
28200,9,9,5894.8,0.03576438056125941,0.12485607118412047,1,5894.8,5894.8,0.0,0,Technical
28201,6,6,68038.7,0.01812555783709788,0.8977258316221766,1,68038.7,68038.7,0.0,0,Technical
28202,7,7,32057.7,0.027927091033538673,3.7140239288158794,1,32057.7,32057.7,0.0,0,Technical
28203,1,1,42816.0,0.536915318275154,0.5356489253935661,1,42816.0,42816.0,0.0,0,Technical
28204,2,2,50925.6,0.05896950034223135,2.5219181656399723,1,50925.6,50925.6,0.0,0,Technical
28205,5,5,3766.86,0.10640257357973991,2.062385160848734,1,3766.86,3766.86,0.0,0,Technical
28206,6,6,84173.7,0.3430503764544833,1.1428617932922656,1,84173.7,84173.7,0.0,0,Technical
28207,8,8,113722.0,1.5717967967145792,2.5871500616016427,3,0.0,113722.0,113722.0,0,Technical
28208,8,8,6527.63,0.03421185489390828,0.9586251882272415,1,6527.63,6527.63,0.0,0,Technical
28209,6,6,12125.6,0.017273264887063655,0.5317890485968514,1,12125.6,12125.6,0.0,0,Technical
28210,6,6,23988.3,0.8155797125256673,3.805924024640657,2,23988.3,23988.3,0.0,0,Technical
28211,5,5,17106.4,0.0028365503080082137,12.687298316221765,1,0.0,17106.4,17106.4,0,Technical
28212,9,9,53296.6,0.05516287474332649,0.6783536755646817,1,53296.6,53296.6,0.0,0,Technical
28213,1,1,2920.97,0.010981218343600274,0.17494354551676933,1,2920.97,2920.97,0.0,0,Technical
28214,5,5,32444.5,0.056785270362765226,2.1796169199178643,1,32444.5,32444.5,0.0,0,Technical
28215,5,5,31887.8,0.027931498973305956,0.7071905270362765,1,31887.8,31887.8,0.0,0,Technical
28216,10,10,4238.67,0.11651583846680355,0.9177491033538672,1,0.0,4238.67,4238.67,0,Technical
28217,6,6,20524.8,0.16000388774811772,1.4968305544147844,1,20524.8,20524.8,0.0,0,Technical
28218,3,3,40413.04,0.45192585900068444,0.6300131143052703,2,40413.04,40413.04,0.0,0,Technical
28219,6,6,26118.1,0.10348960985626283,1.3198269404517455,1,26118.1,26118.1,0.0,0,Technical
28220,8,8,22874.4,0.035970266940451745,0.5687810814510609,1,22874.4,22874.4,0.0,0,Technical
28221,4,4,27828.8,0.6794452566735113,2.8467645995893225,2,27828.8,27828.8,0.0,0,Technical
28222,2,2,5078.64,0.08442442162902122,1.651065133470226,1,5078.64,5078.64,0.0,0,Technical
28223,8,8,121340.0,0.006332922655715264,1.2567722108145105,1,121340.0,121340.0,0.0,0,Technical
28224,4,4,631.191,0.13185034907597534,3.9241052703627655,2,631.191,631.191,0.0,0,Technical
28225,3,3,969576.0,0.00783523613963039,0.768973826146475,1,969576.0,969576.0,0.0,0,Technical
28226,3,3,3454.51,0.03711707049965777,0.8193647091033538,1,3454.51,3454.51,0.0,0,Technical
28227,3,3,24151.86,0.47478264202600956,0.8124199589322382,2,24151.86,24151.86,0.0,0,Technical
28228,5,5,53411.6,0.010358631074606434,1.4459693086926764,1,53411.6,53411.6,0.0,0,Technical
28229,10,10,5267.33,0.2980206981519507,0.5892760027378507,1,5267.33,5267.33,0.0,0,Technical
28230,4,4,11702.3,0.0029920876112251886,0.6324437508555784,1,11702.3,11702.3,0.0,0,Technical
28231,7,7,9220.8,0.04503906913073238,0.2826709924709103,1,9220.8,9220.8,0.0,0,Technical
28232,1,1,69214.1,0.06643104722792607,0.8344436687200547,1,69214.1,69214.1,0.0,0,Technical
28233,1,1,451032.2,0.10815748117727583,7.464920273785079,1,451032.2,451032.2,0.0,0,Technical
28234,8,8,15669.8,0.01678798083504449,0.8966799452429842,1,15669.8,15669.8,0.0,0,Technical
28235,8,8,9853.51,0.1978986995208761,0.8670931143052704,2,9853.51,9853.51,0.0,0,Technical
28236,2,2,13253.4,0.027037207392197126,1.0265227104722792,1,13253.4,13253.4,0.0,0,Technical
28237,9,9,61229.0,0.3375640246406571,0.46696312114989735,1,61229.0,61229.0,0.0,0,Technical
28238,7,7,32936.1,0.04900665297741273,1.086696399726215,1,32936.1,32936.1,0.0,0,Technical
28239,9,9,56033.8,0.11341653661875428,2.521536509240246,1,0.0,56033.8,56033.8,0,Technical
28240,7,7,63644.1,0.36919690622861057,0.3667547433264887,2,63644.1,63644.1,0.0,0,Technical
28241,4,4,12811.8,0.5893932922655716,1.9673822861054073,2,12811.8,12811.8,0.0,0,Technical
28242,2,2,6609.24,0.034955564681724845,1.0244694045174538,1,6609.24,6609.24,0.0,0,Technical
28243,9,9,8711.68,0.07124186173853525,0.23485341546885696,1,8711.68,8711.68,0.0,0,Technical
28244,8,8,13779.7,0.17395321013004791,1.2033190417522244,1,13779.7,13779.7,0.0,0,Technical
28245,1,1,18821.9,0.045084490075290896,1.216666803559206,1,18821.9,18821.9,0.0,0,Technical
28246,7,7,169156.0,0.029453853524982886,4.353755838466803,1,0.0,169156.0,169156.0,0,Technical
28247,10,10,3539.97,1.182533415468857,1.2240895003422314,2,0.0,3539.97,3539.97,1,Technical
28248,9,9,93615.8,0.03778893908281999,5.639432087611225,1,0.0,93615.8,93615.8,0,Technical
28249,5,5,4310.62,0.01932520191649555,0.7761397125256674,1,4310.62,4310.62,0.0,0,Technical
28250,4,4,8182.150000000001,0.3040439698836413,1.4356629979466118,1,8182.150000000001,8182.150000000001,0.0,0,Technical
28251,7,7,332890.0,0.10491578370978782,2.8762613826146475,1,332890.0,332890.0,0.0,0,Technical
28252,10,10,26053.0,0.028045667351129365,1.0184679260780287,1,0.0,26053.0,26053.0,0,Technical
28253,5,5,31295.3,0.1392514715947981,0.23157275838466804,1,31295.3,31295.3,0.0,0,Technical
28254,9,9,116828.0,0.06627195071868583,6.015514031485284,1,0.0,116828.0,116828.0,0,Technical
28255,3,3,10847.1,0.1406732101300479,0.772170841889117,1,10847.1,10847.1,0.0,0,Technical
28256,7,7,48605.7,0.04834661190965093,1.6633949075975358,1,48605.7,48605.7,0.0,0,Technical
28257,5,5,33582.7,0.19017990417522243,1.8840525119780973,1,33582.7,33582.7,0.0,0,Technical
28258,7,7,21000.9,0.7040032580424366,0.7029158110882957,2,21000.9,21000.9,0.0,0,Technical
28259,4,4,57858.2,0.06243540041067762,1.3384062970568105,1,57858.2,57858.2,0.0,0,Technical
28260,2,2,8614.93,0.18105568788501025,1.2882149486652978,2,8614.93,8614.93,0.0,0,Technical
28261,6,6,51060.899999999994,0.10223583846680356,1.3859766735112937,1,51060.899999999994,51060.899999999994,0.0,0,Technical
28262,7,7,5006.78,0.01284848733744011,2.1376692950034224,1,5006.78,5006.78,0.0,0,Technical
28263,9,9,50088.4,0.1063358521560575,1.6466700616016428,1,50088.4,50088.4,0.0,0,Technical
28264,2,2,63858.7,0.704903216974675,0.7249427789185489,1,63858.7,63858.7,0.0,0,Technical
28265,3,3,21843.2,0.25808522929500344,3.524934893908282,1,21843.2,21843.2,0.0,0,Technical
28266,2,2,29506.0,0.010143983572895277,0.3538801095140315,1,29506.0,29506.0,0.0,0,Technical
28267,2,2,17006.0,0.1713140862422998,0.32702704996577686,1,17006.0,17006.0,0.0,0,Technical
28268,9,9,160908.0,0.5623356878850103,1.2637223819301848,1,160908.0,160908.0,0.0,0,Technical
28269,2,2,12365.9,0.014782067077344285,0.08195967145790554,1,12365.9,12365.9,0.0,0,Technical
28270,4,4,35020.0,0.05480895277207392,0.7467748117727584,1,35020.0,35020.0,0.0,0,Technical
28271,10,10,73944.9,0.10018269678302533,1.0427253661875426,1,0.0,73944.9,73944.9,0,Technical
28272,6,6,84487.9,1.3980788774811772,2.0287855989048595,2,84487.9,84487.9,0.0,0,Technical
28273,5,5,26461.7,0.24931430527036277,0.5587476522929501,2,26461.7,26461.7,0.0,0,Technical
28274,7,7,135634.0,1.8821186036960986,1.8795152635181382,3,135634.0,135634.0,0.0,0,Technical
28275,6,6,7554.35,0.004769500342231349,3.503652922655715,1,7554.35,7554.35,0.0,0,Technical
28276,1,1,17618.1,0.02693911019849418,0.7940815879534566,1,17618.1,17618.1,0.0,0,Technical
28277,2,2,47017.6,0.06742121834360026,0.4822812594113621,1,47017.6,47017.6,0.0,0,Technical
28278,10,10,34755.3,0.18226187542778918,8.275748856947295,1,16839.6,34755.3,17915.700000000004,0,Technical
28279,9,9,2770.93,0.03504476386036961,0.3195245995893224,1,2770.93,2770.93,0.0,0,Technical
28280,10,10,4496.38,0.2907480082135524,3.782568323066393,1,0.0,4496.38,4496.38,0,Technical
28281,5,5,13575.1,0.13071816563997263,4.648066173853525,1,13575.1,13575.1,0.0,0,Technical
28282,9,9,371163.0,0.03876087611225188,0.9780598220396989,1,371163.0,371163.0,0.0,0,Technical
28283,6,6,9142.49,0.3713909103353867,0.36876810403832994,2,9142.49,9142.49,0.0,0,Technical
28284,9,9,2493.29,0.07857705681040383,0.735998110882957,1,2493.29,2493.29,0.0,0,Technical
28285,3,3,13348.1,0.017977604380561257,0.627292539356605,1,13348.1,13348.1,0.0,0,Technical
28286,3,3,4544.22,0.21783252566735115,2.5262518822724163,1,4544.22,4544.22,0.0,0,Technical
28287,8,8,2038.59,0.11444213552361396,0.25558332648870635,1,2038.59,2038.59,0.0,0,Technical
28288,9,9,24368.5,0.06471173169062286,1.3622789869952088,1,24368.5,24368.5,0.0,0,Technical
28289,6,6,39670.66,0.0869364271047228,1.5501347296372348,1,39670.66,39670.66,0.0,0,Technical
28290,8,8,17488.3,0.05904147843942505,0.6433909103353866,1,17488.3,17488.3,0.0,0,Technical
28291,1,1,6467.17,0.0873711704312115,0.3371969336071184,1,6467.17,6467.17,0.0,0,Technical
28292,3,3,4392.25,0.22688657084188912,1.352636386036961,1,4392.25,4392.25,0.0,0,Technical
28293,1,1,2675.87,0.06103586584531143,1.5589250650239561,1,2675.87,2675.87,0.0,0,Technical
28294,5,5,47250.0,0.035585708418891165,0.7563884188911705,1,47250.0,47250.0,0.0,0,Technical
28295,3,3,125999.0,0.25771321013004794,1.5703224640657085,2,125999.0,125999.0,0.0,0,Technical
28296,7,7,84220.5,0.053072197125256675,0.8365273921971252,1,84220.5,84220.5,0.0,0,Technical
28297,3,3,121434.0,0.9947766735112937,17.65712517453799,2,0.0,121434.0,121434.0,0,Technical
28298,1,1,951.819,0.036283394934976045,1.3334999041752225,1,951.819,951.819,0.0,0,Technical
28299,1,1,951.289,0.09912219028062971,0.5632827104722793,2,951.289,951.289,0.0,0,Technical
28300,1,1,126792.9,0.004471512662559891,1.62028514715948,1,126792.9,126792.9,0.0,0,Technical
28301,9,9,11503.2,0.15334688569472962,1.839495715263518,1,11503.2,11503.2,0.0,0,Technical
28302,5,5,36091.8,0.05724917180013689,1.1083605749486654,1,36091.8,36091.8,0.0,0,Technical
28303,8,8,2105.61,1.1121452429842573,5.728302724161534,2,0.0,2105.61,2105.61,0,Technical
28304,7,7,5178.72,0.05460804928131417,1.647407501711157,1,5178.72,5178.72,0.0,0,Technical
28305,5,5,26414.4,0.004801889117043121,0.8414866803559206,1,26414.4,26414.4,0.0,0,Technical
28306,4,4,14817.1,0.13125497604380562,0.22980161533196442,1,14817.1,14817.1,0.0,0,Technical
28307,1,1,85615.1,0.026933990417522247,1.1037262970568105,1,85615.1,85615.1,0.0,0,Technical
28308,4,4,6544.96,0.26039994524298427,1.1374288569472963,1,6544.96,6544.96,0.0,0,Technical
28309,4,4,22850.2,0.06864793976728269,0.16449670088980153,1,22850.2,22850.2,0.0,0,Technical
28310,7,7,4440.04,0.02195603011635866,2.5599929637234773,1,4440.04,4440.04,0.0,0,Technical
28311,7,7,804.394,0.027592060232717316,0.5894141273100616,1,804.394,804.394,0.0,0,Technical
28312,6,6,35814.5,0.18549760438056126,0.6930777549623545,2,35814.5,35814.5,0.0,0,Technical
28313,5,5,4161.21,0.010873867214236823,1.9412515263518137,1,4161.21,4161.21,0.0,0,Technical
28314,7,7,3093.72,0.02495830253251198,0.2512555783709788,1,3093.72,3093.72,0.0,0,Technical
28315,5,5,1317.86,0.3125012457221082,0.8362824366872006,1,1317.86,1317.86,0.0,0,Technical
28316,1,1,14678.6,0.07308553045859001,1.9428709924709102,1,14678.6,14678.6,0.0,0,Technical
28317,3,3,813134.0,0.4496769609856263,0.44904013689253935,2,813134.0,813134.0,0.0,0,Technical
28318,3,3,18884.1,0.06707712525667352,1.549466146475017,1,18884.1,18884.1,0.0,0,Technical
28319,6,6,532527.0,0.03294447638603696,0.8571997262149212,1,532527.0,532527.0,0.0,0,Technical
28320,10,10,3095.31,0.035604900752908966,2.8734061875427788,1,0.0,3095.31,3095.31,0,Technical
28321,10,10,500.979,0.006900150581793292,1.547489582477755,1,0.0,500.979,500.979,0,Technical
28322,4,4,3635.6,0.023818425735797396,1.5423368925393566,1,3635.6,3635.6,0.0,0,Technical
28323,5,5,56761.7,0.0591990417522245,1.2155802600958248,1,56761.7,56761.7,0.0,0,Technical
28324,7,7,11136.7,0.19683652292950035,1.619624449007529,1,11136.7,11136.7,0.0,0,Technical
28325,10,10,112470.79999999999,0.03292032854209446,10.950710636550308,1,34096.6,112470.79999999999,78374.19999999998,0,Technical
28326,1,1,86272.9,1.142935934291581,1.14054379192334,3,86272.9,86272.9,0.0,0,Technical
28327,2,2,7496.17,0.6687366187542778,0.6679290622861054,2,7496.17,7496.17,0.0,0,Technical
28328,2,2,4366.14,0.11043014373716632,0.42452188911704314,1,4366.14,4366.14,0.0,0,Technical
28329,7,7,3815.0,0.016179712525667352,4.081405503080083,1,0.0,3815.0,3815.0,0,Technical
28330,3,3,12337.5,0.09823058179329226,1.758550636550308,1,12337.5,12337.5,0.0,0,Technical
28331,4,4,3282.51,0.21774308008213553,0.6978770978781657,1,3282.51,3282.51,0.0,0,Technical
28332,9,9,4588.01,0.02408394250513347,0.40191611225188223,1,4588.01,4588.01,0.0,0,Technical
28333,2,2,45899.8,0.04524733744010951,0.4067829431895962,1,45899.8,45899.8,0.0,0,Technical
28334,7,7,831.097,0.017554442162902122,0.14564243668720053,1,831.097,831.097,0.0,0,Technical
28335,7,7,4948.84,0.3682655441478439,4.281743381245723,2,0.0,4948.84,4948.84,0,Technical
28336,2,2,24995.2,0.004717782340862424,1.6105871321013003,1,24995.2,24995.2,0.0,0,Technical
28337,1,1,634.572,0.010308939082819987,0.22825511293634498,1,634.572,634.572,0.0,0,Technical
28338,5,5,68837.0,0.6307749212867898,2.2819957837097875,2,68837.0,68837.0,0.0,0,Technical
28339,9,9,22962.9,0.05353478439425051,1.2895400684462697,1,0.0,22962.9,22962.9,0,Technical
28340,8,8,211248.0,0.5190132511978097,0.9075753045859001,1,211248.0,211248.0,0.0,0,Technical
28341,6,6,61434.4,0.05123403148528405,0.2767389185489391,1,61434.4,61434.4,0.0,0,Technical
28342,1,1,3708.32,0.041638850102669406,0.9061266803559207,1,3708.32,3708.32,0.0,0,Technical
28343,4,4,8647.85,0.3596811225188227,0.8250595756331279,1,8647.85,8647.85,0.0,0,Technical
28344,8,8,26380.5,0.9575024777549624,2.0792812046543463,2,26380.5,26380.5,0.0,0,Technical
28345,4,4,1802.94,0.5220818069815195,0.5219784531143052,2,1802.94,1802.94,0.0,0,Technical
28346,6,6,704903.0,0.0909768925393566,0.7656632443531827,1,704903.0,704903.0,0.0,0,Technical
28347,6,6,33815.6,0.20714956878850102,0.4565297467488022,1,33815.6,33815.6,0.0,0,Technical
28348,3,3,4760.51,0.050979630390143735,2.71912553045859,1,4760.51,4760.51,0.0,0,Technical
28349,10,10,70100.3,0.6310417522245038,4.877420752908967,1,0.0,70100.3,70100.3,0,Technical
28350,6,6,10424.1,0.01759129363449692,0.6103078713210129,1,10424.1,10424.1,0.0,0,Technical
28351,9,9,21613.7,0.01525681040383299,0.7147269267624915,1,21613.7,21613.7,0.0,0,Technical
28352,2,2,7979.7,0.02324741957563313,0.8772099383983574,1,7979.7,7979.7,0.0,0,Technical
28353,2,2,3224.23,0.20467307323750855,1.5828767145790554,1,3224.23,3224.23,0.0,0,Technical
28354,3,3,218177.4,0.11750466803559206,3.933139986310746,1,218177.4,218177.4,0.0,0,Technical
28355,1,1,3450.77,0.457602984257358,0.5416126762491444,1,3450.77,3450.77,0.0,0,Technical
28356,7,7,166609.0,0.09883756331279946,4.0367063381245725,1,0.0,166609.0,166609.0,0,Technical
28357,8,8,42163.19,0.13081587953456536,1.8783932375085557,1,42163.19,42163.19,0.0,0,Technical
28358,7,7,12363.6,0.07997483915126626,0.6416654620123203,1,12363.6,12363.6,0.0,0,Technical
28359,5,5,5791.36,0.011516851471594798,0.9422619575633128,1,5791.36,5791.36,0.0,0,Technical
28360,2,2,9017.02,0.03906929500342231,1.3935205749486652,1,9017.02,9017.02,0.0,0,Technical
