claim_no,accident_year,occurrence_period,dev_lag,payment_period,claim_size,payment_size,observed_flag
18910,7,7,1,7,58868.7,58868.7,1
18911,2,2,2,3,21513.0,21513.0,1
18912,3,3,2,4,191869.9,44605.9,1
18912,3,3,5,7,191869.9,147264.0,1
18913,8,8,1,8,25549.8,25549.8,1
18914,5,5,2,6,4940.468,762.268,1
18914,5,5,2,6,4940.468,4178.2,1
18915,10,10,2,11,11428.59,2496.4,0
18915,10,10,2,11,11428.59,4470.48,0
18915,10,10,2,11,11428.59,4461.71,0
18916,3,3,2,4,69252.5,69252.5,1
18917,7,7,2,8,6801.32,6801.32,1
18918,6,6,1,6,58601.53999999999,57433.2,1
18918,6,6,2,7,58601.53999999999,1168.34,1
18919,2,2,2,3,55064.21,3361.11,1
18919,2,2,2,3,55064.21,51703.1,1
18920,1,1,1,1,35798.9,16037.9,1
18920,1,1,3,3,35798.9,19761.0,1
18921,9,9,1,9,28705.550000000003,2893.15,1
18921,9,9,1,9,28705.550000000003,25812.4,1
18922,10,10,2,11,15803.8,15803.8,0
18923,8,8,1,8,1097.86,1097.86,1
18924,6,6,1,6,2783.03,2783.03,1
18925,7,7,1,7,4448.94,4448.94,1
18926,3,3,2,4,283739.0,283739.0,1
18927,10,10,1,10,22152.06,761.56,1
18927,10,10,1,10,22152.06,21390.5,1
18928,3,3,1,3,3203.9,3203.9,1
18929,2,2,2,3,7104.97,7104.97,1
18930,2,2,1,2,48161.9,48161.9,1
18931,10,10,2,11,20506.9,20506.9,0
18932,6,6,1,6,13678.4,13678.4,1
18933,10,10,1,10,26793.33,12133.6,1
18933,10,10,1,10,26793.33,3015.93,1
18933,10,10,1,10,26793.33,11643.8,1
18934,9,9,1,9,7261.31,7261.31,1
18935,5,5,2,6,19058.9,19058.9,1
18936,1,1,3,3,41717.47,1376.87,1
18936,1,1,3,3,41717.47,40340.6,1
18937,10,10,2,11,31647.3,31647.3,0
18938,4,4,1,4,82968.9,29033.1,1
18938,4,4,2,5,82968.9,53935.8,1
18939,3,3,2,4,148167.0,148167.0,1
18940,8,8,1,8,19568.7,19568.7,1
18941,8,8,1,8,9579.7,9579.7,1
18942,2,2,1,2,6872.22,6872.22,1
18943,8,8,1,8,2415.6,2415.6,1
18944,1,1,1,1,100077.90000000001,87767.3,1
18944,1,1,1,1,100077.90000000001,12310.6,1
18945,1,1,2,2,25748.1,25748.1,1
18946,3,3,1,3,5870.87,5870.87,1
18947,5,5,6,10,26267.0,26267.0,1
18948,8,8,2,9,11239.1,11239.1,1
18949,3,3,2,4,6911.16,6911.16,1
18950,6,6,4,9,24271.2,24271.2,1
18951,6,6,3,8,4475.33,4475.33,1
18952,5,5,2,6,24176.4,24176.4,1
18953,4,4,1,4,22917.96,20442.0,1
18953,4,4,1,4,22917.96,2475.96,1
18954,5,5,1,5,195389.762,186754.0,1
18954,5,5,1,5,195389.762,7690.6,1
18954,5,5,2,6,195389.762,945.162,1
18955,9,9,1,9,36699.53,8430.33,1
18955,9,9,1,9,36699.53,28269.2,1
18956,10,10,1,10,963.396,963.396,1
18957,3,3,2,4,44307.762,31906.7,1
18957,3,3,3,5,44307.762,12031.5,1
18957,3,3,8,10,44307.762,369.562,1
18958,2,2,1,2,11096.6,11096.6,1
18959,7,7,1,7,38917.1,38917.1,1
18960,7,7,2,8,1655.12,1655.12,1
18961,5,5,1,5,14866.958,14283.2,1
18961,5,5,2,6,14866.958,583.758,1
18962,9,9,2,10,223039.0,223039.0,1
18963,7,7,2,8,1027.85,1027.85,1
18964,2,2,1,2,38577.7,15523.1,1
18964,2,2,2,3,38577.7,23054.6,1
18965,9,9,1,9,11387.18,4459.86,1
18965,9,9,1,9,11387.18,3709.01,1
18965,9,9,2,10,11387.18,3218.31,1
18966,9,9,1,9,41929.4,41929.4,1
18967,6,6,2,7,18446.0,18446.0,1
18968,10,10,2,11,20290.7,20290.7,0
18969,9,9,2,10,13523.4,13523.4,1
18970,2,2,1,2,24172.3,24172.3,1
18971,7,7,2,8,34453.7,34453.7,1
18972,8,8,1,8,15827.34,2155.74,1
18972,8,8,1,8,15827.34,13671.6,1
18973,3,3,2,4,28015.370000000003,9705.87,1
18973,3,3,2,4,28015.370000000003,18309.5,1
18974,1,1,1,1,2529.26,2529.26,1
18975,8,8,2,9,98357.07,8447.67,1
18975,8,8,2,9,98357.07,22946.8,1
18975,8,8,2,9,98357.07,66962.6,1
18976,4,4,1,4,42194.8,42194.8,1
18977,8,8,1,8,1833.84,1833.84,1
18978,4,4,1,4,141880.57,3547.57,1
18978,4,4,2,5,141880.57,138333.0,1
18979,6,6,2,7,26119.8,26119.8,1
18980,5,5,1,5,24414.264,994.964,1
18980,5,5,2,6,24414.264,23419.3,1
18981,9,9,1,9,5500.01,5500.01,1
18982,2,2,2,3,337.699,337.699,1
18983,7,7,1,7,65161.5,10094.7,1
18983,7,7,2,8,65161.5,55066.8,1
18984,5,5,3,7,4272.66,4272.66,1
18985,8,8,1,8,1712.36,1712.36,1
18986,6,6,2,7,1784.9,1784.9,1
18987,5,5,2,6,4285.41,4285.41,1
18988,4,4,2,5,17907.499,249.599,1
18988,4,4,2,5,17907.499,17657.9,1
18989,5,5,2,6,53707.7,37694.5,1
18989,5,5,2,6,53707.7,16013.2,1
18990,4,4,1,4,4010.1,4010.1,1
18991,7,7,2,8,99839.75,9733.15,1
18991,7,7,2,8,99839.75,90106.6,1
18992,6,6,2,7,19714.2,19714.2,1
18993,3,3,2,4,3423.44,3423.44,1
18994,2,2,2,3,48191.3,19243.2,1
18994,2,2,2,3,48191.3,28948.1,1
18995,4,4,1,4,2493.21,2493.21,1
18996,8,8,1,8,63508.45,32827.1,1
18996,8,8,2,9,63508.45,8666.25,1
18996,8,8,2,9,63508.45,22015.1,1
18997,2,2,1,2,10125.2,10125.2,1
18998,9,9,2,10,1034.95,1034.95,1
18999,7,7,5,11,98962.6,98962.6,0
19000,4,4,1,4,63247.200000000004,10987.9,1
19000,4,4,1,4,63247.200000000004,52259.3,1
19001,3,3,2,4,2982.28,2982.28,1
19002,7,7,2,8,79162.71,76869.0,1
19002,7,7,2,8,79162.71,2293.71,1
19003,10,10,2,11,5469.27,5469.27,0
19004,1,1,2,2,1065.12,1065.12,1
19005,7,7,2,8,1043.72,1043.72,1
19006,3,3,1,3,36931.5,36931.5,1
19007,6,6,2,7,22723.1,22723.1,1
19008,5,5,5,9,22297.6,22297.6,1
19009,2,2,1,2,10414.3,10414.3,1
19010,7,7,1,7,23572.7,23572.7,1
19011,7,7,2,8,2428.93,2428.93,1
19012,1,1,1,1,82682.5,82682.5,1
19013,1,1,1,1,13789.380000000001,7242.32,1
19013,1,1,2,2,13789.380000000001,6547.06,1
19014,7,7,1,7,85042.40000000001,66311.6,1
19014,7,7,1,7,85042.40000000001,18730.8,1
19015,6,6,1,6,19619.2,19619.2,1
19016,2,2,1,2,234159.6,175590.0,1
19016,2,2,2,3,234159.6,38330.6,1
19016,2,2,2,3,234159.6,20239.0,1
19017,9,9,2,10,337377.0,337377.0,1
19018,7,7,1,7,258551.0,258551.0,1
19019,9,9,1,9,113998.0,113998.0,1
19020,3,3,1,3,10054.68,8459.11,1
19020,3,3,2,4,10054.68,1595.57,1
19021,6,6,2,7,15440.0,15440.0,1
19022,10,10,2,11,77286.31999999999,2064.78,0
19022,10,10,2,11,77286.31999999999,5633.84,0
19022,10,10,3,12,77286.31999999999,69587.7,0
19023,10,10,2,11,78057.33,4950.43,0
19023,10,10,2,11,78057.33,5117.6,0
19023,10,10,2,11,78057.33,67989.3,0
19024,6,6,2,7,777.076,777.076,1
19025,5,5,2,6,1626.38,1626.38,1
19026,9,9,2,10,30249.23,6477.15,1
19026,9,9,2,10,30249.23,5220.78,1
19026,9,9,2,10,30249.23,18551.3,1
19027,6,6,2,7,16296.22,12978.3,1
19027,6,6,2,7,16296.22,3317.92,1
19028,10,10,1,10,11633.6,11633.6,1
19029,6,6,2,7,18893.1,18893.1,1
19030,7,7,2,8,25260.2,25260.2,1
19031,5,5,2,6,26918.4,26918.4,1
19032,2,2,1,2,355148.0,355148.0,1
19033,2,2,2,3,83005.2,83005.2,1
19034,10,10,1,10,50617.2,50617.2,1
19035,8,8,1,8,19762.29,7859.89,1
19035,8,8,3,10,19762.29,11902.4,1
19036,7,7,1,7,41591.0,16104.0,1
19036,7,7,2,8,41591.0,25487.0,1
19037,4,4,2,5,3297.56,3297.56,1
19038,1,1,3,3,227.77,227.77,1
19039,7,7,2,8,25053.2,25053.2,1
19040,3,3,2,4,3240.5,3240.5,1
19041,4,4,1,4,2816.25,2816.25,1
19042,6,6,2,7,72731.513,622.133,1
19042,6,6,2,7,72731.513,46304.1,1
19042,6,6,2,7,72731.513,3824.08,1
19042,6,6,4,9,72731.513,21981.2,1
19043,4,4,2,5,2335.34,2335.34,1
19044,7,7,2,8,413728.606,113.466,1
19044,7,7,2,8,413728.606,5372.14,1
19044,7,7,3,9,413728.606,408243.0,1
19045,3,3,2,4,34296.32,32789.8,1
19045,3,3,3,5,34296.32,1506.52,1
19046,2,2,2,3,13224.837,783.737,1
19046,2,2,2,3,13224.837,12441.1,1
19047,6,6,2,7,4220.37,4220.37,1
19048,6,6,2,7,7596.21,7596.21,1
19049,8,8,1,8,9056.1,9056.1,1
19050,2,2,2,3,55938.7,55938.7,1
19051,8,8,2,9,35780.2,35780.2,1
19052,4,4,1,4,18345.54,4018.94,1
19052,4,4,1,4,18345.54,14326.6,1
19053,9,9,2,10,14163.6,14163.6,1
19054,8,8,1,8,5827.98,3809.27,1
19054,8,8,2,9,5827.98,2018.71,1
19055,6,6,4,9,1916.62,1916.62,1
19056,3,3,1,3,6295.91,6295.91,1
19057,2,2,2,3,9909.9,9909.9,1
19058,2,2,2,3,60391.7,60391.7,1
19059,1,1,1,1,32169.79,3186.79,1
19059,1,1,3,3,32169.79,28983.0,1
19060,7,7,1,7,1814.04,1814.04,1
19061,5,5,1,5,34161.76,5484.06,1
19061,5,5,1,5,34161.76,28677.7,1
19062,3,3,1,3,7867.99,7867.99,1
19063,2,2,1,2,141616.0,141616.0,1
19064,8,8,1,8,28844.1,28844.1,1
19065,6,6,2,7,1160.83,1160.83,1
19066,6,6,1,6,10094.4,10094.4,1
19067,7,7,1,7,1897.33,1897.33,1
19068,1,1,2,2,22152.35,6600.05,1
19068,1,1,3,3,22152.35,15552.3,1
19069,2,2,2,3,3112.71,3112.71,1
19070,3,3,2,4,26561.4,26561.4,1
19071,8,8,2,9,17229.0,17229.0,1
19072,7,7,1,7,10459.3,10459.3,1
19073,6,6,1,6,299983.0,213204.0,1
19073,6,6,2,7,299983.0,14356.6,1
19073,6,6,2,7,299983.0,72422.4,1
19074,7,7,1,7,76788.79999999999,8055.9,1
19074,7,7,2,8,76788.79999999999,68732.9,1
19075,9,9,1,9,28336.949999999997,22987.3,1
19075,9,9,1,9,28336.949999999997,5349.65,1
19076,8,8,2,9,42291.8,42291.8,1
19077,1,1,2,2,55263.24,9953.64,1
19077,1,1,2,2,55263.24,45309.6,1
19078,8,8,2,9,75831.0,75831.0,1
19079,8,8,2,9,1660.19,1660.19,1
19080,2,2,1,2,207156.1,31424.1,1
19080,2,2,2,3,207156.1,175732.0,1
19081,1,1,1,1,16769.9,16769.9,1
19082,10,10,2,11,13666.49,4198.41,0
19082,10,10,2,11,13666.49,9468.08,0
19083,7,7,2,8,126018.20000000001,39189.6,1
19083,7,7,3,9,126018.20000000001,86828.6,1
19084,7,7,2,8,10768.0,10768.0,1
19085,3,3,1,3,69295.3,69295.3,1
19086,4,4,2,5,214976.0,214976.0,1
19087,1,1,1,1,15224.48,9171.75,1
19087,1,1,2,2,15224.48,6052.73,1
19088,8,8,1,8,46920.8,46920.8,1
19089,3,3,2,4,15719.8,15719.8,1
19090,3,3,4,6,92979.4,92979.4,1
19091,8,8,2,9,5056.91,5056.91,1
19092,3,3,1,3,39321.979999999996,36070.2,1
19092,3,3,1,3,39321.979999999996,3251.78,1
19093,4,4,2,5,21359.32,17789.4,1
19093,4,4,3,6,21359.32,3569.92,1
19094,8,8,1,8,660.44,660.44,1
19095,1,1,2,2,17175.5,17175.5,1
19096,9,9,2,10,12156.4,12156.4,1
19097,3,3,1,3,57539.0,57539.0,1
19098,5,5,2,6,16160.6,16160.6,1
19099,8,8,2,9,1770.1,1770.1,1
19100,5,5,1,5,95436.6,26555.9,1
19100,5,5,2,6,95436.6,68880.7,1
19101,7,7,2,8,39948.5,39948.5,1
19102,1,1,2,2,16392.65,2678.52,1
19102,1,1,2,2,16392.65,4181.15,1
19102,1,1,2,2,16392.65,9532.98,1
19103,10,10,1,10,492.074,492.074,1
19104,2,2,2,3,1506.72,1506.72,1
19105,9,9,2,10,7510.34,7510.34,1
19106,2,2,1,2,1451009.31,16869.4,1
19106,2,2,1,2,1451009.31,9650.56,1
19106,2,2,1,2,1451009.31,29186.9,1
19106,2,2,2,3,1451009.31,1390730.0,1
19106,2,2,2,3,1451009.31,4572.45,1
19107,3,3,1,3,9754.93,9754.93,1
19108,4,4,2,5,1089.02,1089.02,1
19109,5,5,2,6,1840.22,1840.22,1
19110,5,5,2,6,26370.0,26370.0,1
19111,9,9,1,9,2195.32,2195.32,1
19112,8,8,1,8,14291.55,6372.7,1
19112,8,8,1,8,14291.55,7918.85,1
19113,1,1,1,1,17048.2,17048.2,1
19114,6,6,1,6,17362.489999999998,13756.9,1
19114,6,6,1,6,17362.489999999998,3605.59,1
19115,8,8,1,8,40469.1,40469.1,1
19116,5,5,1,5,149870.0,149870.0,1
19117,6,6,1,6,46735.2,46735.2,1
19118,7,7,1,7,73127.1,61755.9,1
19118,7,7,1,7,73127.1,11371.2,1
19119,9,9,1,9,417470.0,135630.0,1
19119,9,9,1,9,417470.0,281840.0,1
19120,2,2,2,3,3577.9,3577.9,1
19121,5,5,2,6,2223.49,2223.49,1
19122,9,9,3,11,15411.5,15411.5,0
19123,8,8,2,9,5203.41,5203.41,1
19124,10,10,2,11,31053.2,31053.2,0
19125,4,4,1,4,86424.90000000001,76252.6,1
19125,4,4,1,4,86424.90000000001,10172.3,1
19126,3,3,2,4,531998.0,531998.0,1
19127,8,8,1,8,59765.2,59765.2,1
19128,8,8,1,8,136968.2,82473.2,1
19128,8,8,2,9,136968.2,54495.0,1
19129,9,9,3,11,8950.9,8950.9,0
19130,7,7,1,7,11319.4,11319.4,1
19131,8,8,1,8,34415.8,34415.8,1
19132,8,8,1,8,17107.3,17107.3,1
19133,8,8,1,8,9762.79,9762.79,1
19134,3,3,2,4,186536.5,106531.0,1
19134,3,3,2,4,186536.5,80005.5,1
19135,9,9,2,10,125132.0,1156.0,1
19135,9,9,2,10,125132.0,123976.0,1
19136,3,3,2,4,36522.62,7095.92,1
19136,3,3,2,4,36522.62,29426.7,1
19137,2,2,2,3,17562.138,182.438,1
19137,2,2,2,3,17562.138,17379.7,1
19138,7,7,2,8,626.428,626.428,1
19139,7,7,1,7,149500.0,149500.0,1
19140,3,3,1,3,153706.5,83941.3,1
19140,3,3,2,4,153706.5,69765.2,1
19141,10,10,2,11,24515.6,24515.6,0
19142,3,3,1,3,9370.76,3930.61,1
19142,3,3,2,4,9370.76,5440.15,1
19143,5,5,2,6,2942.69,2942.69,1
19144,5,5,1,5,20264.763,20089.1,1
19144,5,5,1,5,20264.763,175.663,1
19145,10,10,2,11,21696.0,21696.0,0
19146,3,3,2,4,7910.19,7910.19,1
19147,7,7,2,8,492226.9,473952.0,1
19147,7,7,4,10,492226.9,18274.9,1
19148,6,6,1,6,17239.79,1938.59,1
19148,6,6,2,7,17239.79,15301.2,1
19149,6,6,2,7,32417.3,32417.3,1
19150,2,2,2,3,38508.4,38508.4,1
19151,10,10,1,10,99044.68999999999,24278.1,1
19151,10,10,1,10,99044.68999999999,1592.69,1
19151,10,10,1,10,99044.68999999999,73173.9,1
19152,5,5,2,6,5339.02,5339.02,1
19153,4,4,2,5,15585.6,15585.6,1
19154,8,8,1,8,37122.34,2919.84,1
19154,8,8,2,9,37122.34,34202.5,1
19155,8,8,2,9,9463.51,9463.51,1
19156,8,8,1,8,6594.28,6594.28,1
19157,2,2,2,3,147229.0,147229.0,1
19158,9,9,2,10,16848.84,8342.6,1
19158,9,9,2,10,16848.84,8506.24,1
19159,8,8,1,8,77475.33,2208.11,1
19159,8,8,2,9,77475.33,49545.4,1
19159,8,8,2,9,77475.33,4379.22,1
19159,8,8,3,10,77475.33,21342.6,1
19160,3,3,4,6,19127.7,19127.7,1
19161,3,3,3,5,23976.5,23976.5,1
19162,6,6,2,7,8016.88,8016.88,1
19163,5,5,2,6,7670.77,7670.77,1
19164,9,9,2,10,8524.5,8524.5,1
19165,6,6,1,6,335.726,335.726,1
19166,7,7,1,7,12425.845,293.545,1
19166,7,7,1,7,12425.845,12132.3,1
19167,6,6,2,7,9208.380000000001,7018.46,1
19167,6,6,2,7,9208.380000000001,2189.92,1
19168,8,8,2,9,20101.94,3282.44,1
19168,8,8,4,11,20101.94,16819.5,0
19169,5,5,6,10,6435.73,6435.73,1
19170,9,9,2,10,17609.4,17609.4,1
19171,2,2,1,2,14894.2,14894.2,1
19172,5,5,1,5,5314.68,2347.9,1
19172,5,5,1,5,5314.68,2966.78,1
19173,8,8,2,9,112796.0,112796.0,1
19174,7,7,3,9,18044.1,18044.1,1
19175,6,6,1,6,61621.57,56337.0,1
19175,6,6,1,6,61621.57,5284.57,1
19176,2,2,2,3,96509.1,96509.1,1
19177,8,8,1,8,137881.87,134419.0,1
19177,8,8,1,8,137881.87,1584.81,1
19177,8,8,1,8,137881.87,1878.06,1
19178,3,3,1,3,14898.9,14898.9,1
19179,3,3,2,4,11555.43,1220.73,1
19179,3,3,3,5,11555.43,10334.7,1
19180,1,1,1,1,28267.6,28267.6,1
19181,7,7,1,7,4305.374,441.634,1
19181,7,7,1,7,4305.374,3863.74,1
19182,6,6,1,6,44483.659999999996,24347.6,1
19182,6,6,1,6,44483.659999999996,16158.3,1
19182,6,6,1,6,44483.659999999996,3977.76,1
19183,7,7,1,7,16125.43,13188.4,1
19183,7,7,3,9,16125.43,2937.03,1
19184,8,8,1,8,23895.1,23895.1,1
19185,7,7,2,8,5610.87,5610.87,1
19186,3,3,1,3,244437.521,244134.0,1
19186,3,3,2,4,244437.521,303.521,1
19187,4,4,1,4,2752.94,2752.94,1
19188,6,6,2,7,32085.6,32085.6,1
19189,2,2,1,2,221635.0,95129.0,1
19189,2,2,1,2,221635.0,126506.0,1
19190,3,3,1,3,81034.3,81034.3,1
19191,3,3,2,4,67783.41,58786.2,1
19191,3,3,3,5,67783.41,8997.21,1
19192,3,3,1,3,134860.38,2685.38,1
19192,3,3,1,3,134860.38,132175.0,1
19193,3,3,1,3,82712.1,23384.7,1
19193,3,3,2,4,82712.1,59327.4,1
19194,4,4,2,5,36983.52,32580.6,1
19194,4,4,2,5,36983.52,4402.92,1
19195,5,5,1,5,4751.97,4751.97,1
19196,6,6,1,6,23066.2,23066.2,1
19197,1,1,1,1,131228.44,3032.65,1
19197,1,1,1,1,131228.44,1427.79,1
19197,1,1,3,3,131228.44,126768.0,1
19198,5,5,1,5,440680.43,4927.63,1
19198,5,5,1,5,440680.43,394032.0,1
19198,5,5,3,7,440680.43,41720.8,1
19199,5,5,2,6,8967.65,8967.65,1
19200,10,10,2,11,15001.7,15001.7,0
19201,6,6,1,6,8624.869999999999,2340.79,1
19201,6,6,3,8,8624.869999999999,6284.08,1
19202,8,8,1,8,1311.17,1311.17,1
19203,7,7,2,8,186506.0,186506.0,1
19204,10,10,2,11,19365.09,12750.6,0
19204,10,10,2,11,19365.09,6614.49,0
19205,7,7,1,7,61718.7,20235.5,1
19205,7,7,1,7,61718.7,14036.5,1
19205,7,7,1,7,61718.7,18189.5,1
19205,7,7,3,9,61718.7,9257.2,1
19206,10,10,1,10,9305.35,9305.35,1
19207,7,7,1,7,9269.03,9269.03,1
19208,10,10,1,10,24362.8,24362.8,1
19209,4,4,1,4,226755.3,151890.0,1
19209,4,4,2,5,226755.3,74865.3,1
19210,8,8,1,8,135813.9,18155.9,1
19210,8,8,3,10,135813.9,117658.0,1
19211,7,7,1,7,6531.5,6531.5,1
19212,9,9,1,9,265382.0,265382.0,1
19213,2,2,1,2,3764.66,3764.66,1
19214,2,2,1,2,36227.5,36227.5,1
19215,3,3,2,4,42137.2,42137.2,1
19216,5,5,1,5,1163.53,1163.53,1
19217,1,1,1,1,16853.45,4222.84,1
19217,1,1,1,1,16853.45,2105.06,1
19217,1,1,2,2,16853.45,4860.79,1
19217,1,1,2,2,16853.45,5664.76,1
19218,8,8,1,8,91095.5,72552.6,1
19218,8,8,1,8,91095.5,18542.9,1
19219,7,7,2,8,561.615,561.615,1
19220,8,8,2,9,19889.96,4187.66,1
19220,8,8,2,9,19889.96,15702.3,1
19221,2,2,1,2,19674.199999999997,7707.4,1
19221,2,2,2,3,19674.199999999997,11966.8,1
19222,9,9,1,9,48146.9,48146.9,1
19223,9,9,2,10,2075.77,2075.77,1
19224,4,4,2,5,10069.7,10069.7,1
19225,1,1,1,1,227039.06,218286.0,1
19225,1,1,1,1,227039.06,8753.06,1
19226,9,9,1,9,22320.3,22320.3,1
19227,6,6,1,6,75694.65000000001,1709.35,1
19227,6,6,1,6,75694.65000000001,73985.3,1
19228,2,2,3,4,18926.1,18926.1,1
19229,3,3,1,3,5010.318,196.278,1
19229,3,3,1,3,5010.318,4814.04,1
19230,10,10,1,10,15681.4,15681.4,1
19231,1,1,2,2,10785.0,10785.0,1
19232,2,2,1,2,26500.69,19259.1,1
19232,2,2,2,3,26500.69,7241.59,1
19233,8,8,1,8,10181.9,10181.9,1
19234,6,6,2,7,2727.78,2727.78,1
19235,7,7,1,7,29350.4,29350.4,1
19236,6,6,1,6,16021.9,16021.9,1
19237,1,1,1,1,14142.9,14142.9,1
19238,9,9,2,10,6562.82,5494.63,1
19238,9,9,3,11,6562.82,1068.19,0
19239,2,2,2,3,37045.9,37045.9,1
19240,10,10,2,11,5055.46,1871.18,0
19240,10,10,2,11,5055.46,3184.28,0
19241,7,7,2,8,8924.74,8924.74,1
19242,8,8,2,9,20367.7,20367.7,1
19243,4,4,1,4,5197.27,5197.27,1
19244,1,1,1,1,10231.9,10231.9,1
19245,2,2,1,2,48634.7,14842.5,1
19245,2,2,2,3,48634.7,33792.2,1
19246,8,8,1,8,117519.6,43163.1,1
19246,8,8,2,9,117519.6,74356.5,1
19247,6,6,1,6,43604.74,1215.64,1
19247,6,6,2,7,43604.74,14926.1,1
19247,6,6,2,7,43604.74,27463.0,1
19248,1,1,1,1,38215.6,38215.6,1
19249,7,7,2,8,4410.36,4410.36,1
19250,1,1,2,2,5400.36,5400.36,1
19251,4,4,2,5,44014.9,44014.9,1
19252,5,5,2,6,2018.99,2018.99,1
19253,5,5,1,5,26151.91,3205.41,1
19253,5,5,1,5,26151.91,22946.5,1
19254,4,4,2,5,25660.2,25660.2,1
19255,3,3,2,4,10013.2,10013.2,1
19256,5,5,1,5,24024.96,21738.2,1
19256,5,5,3,7,24024.96,2286.76,1
19257,10,10,2,11,106454.5,36190.8,0
19257,10,10,2,11,106454.5,70263.7,0
19258,6,6,1,6,263991.0,263991.0,1
19259,9,9,1,9,15525.6,15525.6,1
19260,9,9,1,9,42095.2,21830.6,1
19260,9,9,1,9,42095.2,20264.6,1
19261,4,4,1,4,27397.83,20436.0,1
19261,4,4,2,5,27397.83,2917.36,1
19261,4,4,2,5,27397.83,4044.47,1
19262,9,9,1,9,12522.705000000002,715.425,1
19262,9,9,2,10,12522.705000000002,2603.42,1
19262,9,9,2,10,12522.705000000002,9203.86,1
19263,10,10,2,11,2448.65,2448.65,0
19264,3,3,1,3,11017.548999999999,3230.47,1
19264,3,3,1,3,11017.548999999999,777.419,1
19264,3,3,10,12,11017.548999999999,7009.66,0
19265,2,2,1,2,157364.54,153054.0,1
19265,2,2,1,2,157364.54,4310.54,1
19266,4,4,1,4,168899.0,168899.0,1
19267,9,9,2,10,29387.9,29387.9,1
19268,4,4,1,4,91538.93,40897.5,1
19268,4,4,1,4,91538.93,5523.13,1
19268,4,4,2,5,91538.93,45118.3,1
19269,6,6,1,6,11488.900000000001,4389.26,1
19269,6,6,3,8,11488.900000000001,7099.64,1
19270,4,4,3,6,12605.4,12605.4,1
19271,9,9,2,10,37654.4,8024.6,1
19271,9,9,2,10,37654.4,29629.8,1
19272,4,4,1,4,44857.2,44857.2,1
19273,6,6,1,6,70150.2,70150.2,1
19274,3,3,2,4,2442.13,2442.13,1
19275,3,3,2,4,3213.04,3213.04,1
19276,9,9,2,10,8794.04,8794.04,1
19277,7,7,2,8,54992.2,54992.2,1
19278,8,8,6,13,151435.0,151435.0,0
19279,4,4,2,5,73180.013,436.213,1
19279,4,4,2,5,73180.013,72743.8,1
19280,8,8,3,10,8889.82,8889.82,1
19281,5,5,2,6,6633.81,6633.81,1
19282,2,2,2,3,36513.15,17461.2,1
19282,2,2,2,3,36513.15,15141.7,1
19282,2,2,7,8,36513.15,3910.25,1
19283,7,7,1,7,55134.8,8864.3,1
19283,7,7,2,8,55134.8,46270.5,1
19284,4,4,2,5,74420.6,35359.0,1
19284,4,4,6,9,74420.6,39061.6,1
19285,1,1,2,2,9102.89,5676.33,1
19285,1,1,2,2,9102.89,3426.56,1
19286,5,5,1,5,39036.5,39036.5,1
19287,8,8,4,11,2492.68,2492.68,0
19288,3,3,2,4,515491.3,487397.0,1
19288,3,3,5,7,515491.3,28094.3,1
19289,1,1,2,2,258345.58,5381.58,1
19289,1,1,2,2,258345.58,252964.0,1
19290,6,6,2,7,133822.31,4086.21,1
19290,6,6,2,7,133822.31,100464.0,1
19290,6,6,3,8,133822.31,29272.1,1
19291,2,2,1,2,9465.0,9465.0,1
19292,10,10,2,11,6588.76,6588.76,0
19293,3,3,1,3,29147.38,26681.7,1
19293,3,3,3,5,29147.38,2465.68,1
19294,1,1,2,2,5192.72,5192.72,1
19295,9,9,2,10,9023.939999999999,1535.04,1
19295,9,9,2,10,9023.939999999999,7488.9,1
19296,9,9,2,10,3897.0,3897.0,1
19297,10,10,2,11,18155.2,18155.2,0
19298,6,6,2,7,36534.7,36534.7,1
19299,1,1,1,1,21621.95,6055.72,1
19299,1,1,2,2,21621.95,8620.32,1
19299,1,1,2,2,21621.95,6945.91,1
19300,1,1,2,2,6600.31,6600.31,1
19301,3,3,1,3,23518.8,23518.8,1
19302,4,4,2,5,15764.9,15764.9,1
19303,6,6,1,6,822.59,822.59,1
19304,3,3,1,3,25303.2,1781.2,1
19304,3,3,1,3,25303.2,23522.0,1
19305,5,5,1,5,90281.05,84850.2,1
19305,5,5,2,6,90281.05,5430.85,1
19306,6,6,1,6,7400.05,7400.05,1
19307,3,3,1,3,426028.7,39246.7,1
19307,3,3,2,4,426028.7,386782.0,1
19308,1,1,2,2,4628.17,4628.17,1
19309,9,9,2,10,13950.8,13950.8,1
19310,2,2,3,4,13540.8,13540.8,1
19311,1,1,2,2,251426.0,17276.0,1
19311,1,1,2,2,251426.0,234150.0,1
19312,5,5,2,6,7784.93,7784.93,1
19313,9,9,2,10,42260.4,42260.4,1
19314,2,2,2,3,2476.34,2476.34,1
19315,4,4,2,5,58134.9,58134.9,1
19316,10,10,1,10,18987.9,18987.9,1
19317,2,2,1,2,1109.2,1109.2,1
19318,1,1,2,2,11303.8,11303.8,1
19319,8,8,2,9,6259.8,6259.8,1
19320,3,3,1,3,393.053,393.053,1
19321,5,5,2,6,6015.199,5496.53,1
19321,5,5,2,6,6015.199,518.669,1
19322,2,2,2,3,1590.49,1590.49,1
19323,10,10,2,11,5429.18,5429.18,0
19324,7,7,1,7,40201.74,16605.6,1
19324,7,7,1,7,40201.74,5918.74,1
19324,7,7,2,8,40201.74,17677.4,1
